Object Name,Bounding Box,Area,Overlap Area,Percentage
Fanta,"(0, 629), (174, 720)",15834,0.0,0.0
Bia_Truc_Bach,"(372, 53), (591, 419)",80154,0.0,0.0
Fanta,"(0, 629), (174, 720)",15834,0.0,0.0
Bia_Truc_Bach,"(364, 52), (582, 423)",80878,0.0,0.0
Fanta,"(0, 629), (174, 720)",15834,0.0,0.0
Bia_Truc_Bach,"(356, 53), (578, 424)",82362,0.0,0.0
Fanta,"(0, 628), (174, 720)",16008,0.0,0.0
Bia_Truc_Bach,"(350, 54), (566, 423)",79704,0.0,0.0
Fanta,"(0, 628), (173, 720)",15916,0.0,0.0
Bia_Truc_Bach,"(337, 55), (561, 425)",82880,0.0,0.0
Fanta,"(0, 628), (174, 720)",16008,0.0,0.0
Bia_Truc_Bach,"(330, 57), (550, 426)",81180,0.0,0.0
Fanta,"(0, 628), (174, 720)",16008,0.0,0.0
Bia_Truc_Bach,"(320, 57), (548, 427)",84360,0.0,0.0
Fanta,"(0, 628), (174, 720)",16008,0.0,0.0
Bia_Truc_Bach,"(309, 58), (532, 429)",82733,0.0,0.0
Fanta,"(0, 628), (174, 720)",16008,0.0,0.0
Bia_Truc_Bach,"(299, 59), (524, 430)",83475,0.0,0.0
Fanta,"(0, 628), (175, 720)",16100,0.0,0.0
Bia_Truc_Bach,"(291, 60), (517, 432)",84072,0.0,0.0
Fanta,"(0, 628), (175, 720)",16100,0.0,0.0
Bia_Truc_Bach,"(281, 62), (505, 434)",83328,0.0,0.0
Fanta,"(0, 628), (176, 720)",16192,0.0,0.0
Bia_Truc_Bach,"(269, 61), (494, 434)",83925,0.0,0.0
Fanta,"(0, 627), (176, 720)",16368,0.0,0.0
Bia_Truc_Bach,"(261, 62), (485, 436)",83776,0.0,0.0
Fanta,"(0, 627), (176, 720)",16368,0.0,0.0
Bia_Truc_Bach,"(251, 62), (470, 436)",81906,0.0,0.0
Fanta,"(0, 627), (176, 720)",16368,0.0,0.0
Bia_Truc_Bach,"(237, 62), (460, 436)",83402,0.0,0.0
Fanta,"(0, 628), (176, 720)",16192,0.0,0.0
Bia_Truc_Bach,"(228, 62), (451, 437)",83625,0.0,0.0
Fanta,"(0, 628), (176, 720)",16192,0.0,0.0
Bia_Truc_Bach,"(215, 66), (441, 439)",84298,0.0,0.0
Fanta,"(0, 628), (176, 720)",16192,0.0,0.0
Bia_Truc_Bach,"(205, 65), (427, 440)",83250,0.0,0.0
Fanta,"(0, 628), (177, 720)",16284,0.0,0.0
Bia_Truc_Bach,"(199, 65), (421, 442)",83694,0.0,0.0
Fanta,"(0, 628), (177, 720)",16284,0.0,0.0
Bia_Truc_Bach,"(193, 66), (409, 441)",81000,0.0,0.0
Fanta,"(0, 628), (177, 720)",16284,0.0,0.0
Bia_Truc_Bach,"(183, 68), (403, 440)",81840,0.0,0.0
Fanta,"(0, 628), (178, 720)",16376,0.0,0.0
Bia_Truc_Bach,"(176, 69), (396, 442)",82060,0.0,0.0
Fanta,"(0, 628), (178, 720)",16376,0.0,0.0
Bia_Truc_Bach,"(170, 69), (393, 446)",84071,0.0,0.0
Fanta,"(0, 628), (179, 720)",16468,0.0,0.0
Bia_Truc_Bach,"(166, 70), (389, 447)",84071,0.0,0.0
Fanta,"(0, 628), (179, 720)",16468,0.0,0.0
Bia_Truc_Bach,"(163, 70), (384, 448)",83538,0.0,0.0
Fanta,"(0, 627), (179, 720)",16647,0.0,0.0
Bia_Truc_Bach,"(160, 70), (382, 450)",84360,0.0,0.0
Fanta,"(0, 628), (178, 720)",16376,0.0,0.0
Bia_Truc_Bach,"(154, 71), (378, 450)",84896,0.0,0.0
Fanta,"(0, 628), (178, 720)",16376,0.0,0.0
Bia_Truc_Bach,"(148, 72), (374, 453)",86106,0.0,0.0
Fanta,"(0, 628), (178, 720)",16376,0.0,0.0
Bia_Truc_Bach,"(145, 74), (368, 453)",84517,0.0,0.0
Fanta,"(0, 628), (179, 720)",16468,0.0,0.0
Bia_Truc_Bach,"(142, 77), (368, 455)",85428,0.0,0.0
Fanta,"(0, 628), (178, 720)",16376,0.0,0.0
Bia_Truc_Bach,"(141, 83), (367, 456)",84298,0.0,0.0
Fanta,"(0, 628), (178, 720)",16376,0.0,0.0
Bia_Truc_Bach,"(141, 88), (367, 457)",83394,0.0,0.0
Fanta,"(0, 628), (177, 720)",16284,0.0,0.0
Bia_Truc_Bach,"(142, 92), (369, 459)",83309,0.0,0.0
Fanta,"(0, 628), (178, 720)",16376,0.0,0.0
Bia_Truc_Bach,"(143, 95), (369, 461)",82716,0.0,0.0
Fanta,"(0, 627), (179, 720)",16647,0.0,0.0
Bia_Truc_Bach,"(145, 97), (369, 464)",82208,0.0,0.0
Fanta,"(0, 627), (179, 720)",16647,0.0,0.0
Bia_Truc_Bach,"(148, 100), (370, 466)",81252,0.0,0.0
Fanta,"(0, 628), (179, 720)",16468,0.0,0.0
Bia_Truc_Bach,"(150, 104), (371, 470)",80886,0.0,0.0
Fanta,"(0, 628), (179, 720)",16468,0.0,0.0
Bia_Truc_Bach,"(155, 108), (371, 480)",80352,0.0,0.0
Fanta,"(0, 628), (180, 720)",16560,0.0,0.0
Bia_Truc_Bach,"(156, 113), (370, 485)",79608,0.0,0.0
Fanta,"(0, 627), (181, 720)",16833,0.0,0.0
Bia_Truc_Bach,"(157, 120), (373, 495)",81000,0.0,0.0
Fanta,"(0, 627), (181, 720)",16833,0.0,0.0
Bia_Truc_Bach,"(160, 130), (372, 499)",78228,0.0,0.0
Fanta,"(0, 628), (179, 720)",16468,0.0,0.0
Bia_Truc_Bach,"(161, 137), (371, 510)",78330,0.0,0.0
Fanta,"(0, 628), (179, 720)",16468,0.0,0.0
Bia_Truc_Bach,"(162, 143), (369, 518)",77625,0.0,0.0
Fanta,"(0, 629), (179, 720)",16289,0.0,0.0
Bia_Truc_Bach,"(162, 151), (368, 524)",76838,0.0,0.0
Fanta,"(0, 629), (179, 720)",16289,0.0,0.0
Bia_Truc_Bach,"(161, 158), (363, 539)",76962,0.0,0.0
Bia_Truc_Bach,"(160, 166), (368, 554)",80704,0.0,0.0
Bia_Truc_Bach,"(160, 171), (373, 562)",83283,0.0,0.0
Fanta,"(0, 630), (179, 720)",16110,0.0,0.0
Bia_Truc_Bach,"(160, 183), (373, 573)",83070,0.0,0.0
Fanta,"(0, 630), (178, 720)",16020,0.0,0.0
Bia_Truc_Bach,"(160, 192), (379, 579)",84753,0.0,0.0
Fanta,"(0, 630), (178, 720)",16020,0.0,0.0
Bia_Truc_Bach,"(162, 193), (390, 582)",88692,0.0,0.0
Bia_Truc_Bach,"(166, 194), (374, 582)",80704,0.0,0.0
Bia_Truc_Bach,"(173, 193), (386, 581)",82644,0.0,0.0
Bia_Truc_Bach,"(186, 191), (391, 580)",79745,0.0,0.0
Bia_Truc_Bach,"(194, 190), (362, 578)",65184,0.0,0.0
Fanta,"(0, 629), (177, 720)",16107,0.0,0.0
Bia_Truc_Bach,"(204, 185), (345, 575)",54990,0.0,0.0
Fanta,"(0, 629), (176, 720)",16016,0.0,0.0
Fanta,"(0, 630), (174, 720)",15660,0.0,0.0
Bia_Truc_Bach,"(214, 184), (403, 579)",74655,0.0,0.0
Fanta,"(0, 630), (174, 720)",15660,0.0,0.0
Bia_Truc_Bach,"(223, 179), (407, 514)",61640,0.0,0.0
Fanta,"(0, 630), (174, 720)",15660,0.0,0.0
Bia_Truc_Bach,"(229, 176), (407, 545)",65682,0.0,0.0
Fanta,"(0, 630), (174, 720)",15660,0.0,0.0
Fanta,"(0, 629), (174, 720)",15834,0.0,0.0
Fanta,"(0, 629), (174, 720)",15834,0.0,0.0
Heiniken,"(244, 170), (427, 556)",70638,0.0,0.0
Fanta,"(0, 630), (174, 720)",15660,0.0,0.0
Heiniken,"(255, 170), (428, 565)",68335,0.0,0.0
Fanta,"(0, 630), (175, 720)",15750,0.0,0.0
Heiniken,"(268, 173), (431, 531)",58354,0.0,0.0
Fanta,"(0, 629), (175, 720)",15925,0.0,0.0
Heiniken,"(269, 175), (438, 520)",58305,0.0,0.0
Fanta,"(0, 630), (175, 720)",15750,0.0,0.0
Fanta,"(0, 630), (175, 720)",15750,0.0,0.0
Bia_Truc_Bach,"(271, 189), (457, 408)",40734,0.0,0.0
Fanta,"(0, 629), (175, 720)",15925,0.0,0.0
Fanta,"(0, 629), (176, 720)",16016,0.0,0.0
Bia_Truc_Bach,"(265, 192), (465, 397)",41000,0.0,0.0
Fanta,"(0, 630), (175, 720)",15750,0.0,0.0
Bia_Truc_Bach,"(264, 203), (449, 396)",35705,0.0,0.0
Fanta,"(0, 630), (175, 720)",15750,0.0,0.0
Bia_Truc_Bach,"(257, 212), (463, 406)",39964,0.0,0.0
Bia_Truc_Bach,"(256, 216), (481, 424)",46800,0.0,0.0
Fanta,"(0, 628), (176, 720)",16192,0.0,0.0
Bia_Truc_Bach,"(258, 220), (532, 433)",58362,0.0,0.0
Fanta,"(0, 629), (176, 720)",16016,0.0,0.0
Bia_Truc_Bach,"(262, 231), (516, 537)",77724,0.0,0.0
Bia_Truc_Bach,"(261, 240), (488, 595)",80585,0.0,0.0
Bia_Truc_Bach,"(257, 253), (459, 596)",69286,0.0,0.0
Bia_Truc_Bach,"(242, 268), (453, 608)",71740,0.0,0.0
Fanta,"(0, 626), (177, 720)",16638,0.0,0.0
Bia_Truc_Bach,"(226, 283), (448, 619)",74592,0.0,0.0
Fanta,"(0, 626), (176, 720)",16544,0.0,0.0
Bia_Truc_Bach,"(203, 309), (423, 652)",75460,0.0,0.0
Bia_Truc_Bach,"(174, 326), (402, 699)",85044,0.0,0.0
Bia_Truc_Bach,"(151, 338), (411, 675)",87620,0.0,0.0
Bia_Truc_Bach,"(128, 349), (392, 662)",82632,0.0,0.0
Bia_Truc_Bach,"(102, 360), (388, 688)",93808,0.0,0.0
Bia_Truc_Bach,"(80, 371), (370, 669)",86420,0.0,0.0
Bia_Truc_Bach,"(61, 379), (361, 674)",88500,0.0,0.0
Bia_Truc_Bach,"(39, 378), (352, 681)",94839,0.0,0.0
Bia_Truc_Bach,"(31, 377), (350, 685)",98252,0.0,0.0
Bia_Truc_Bach,"(29, 376), (360, 685)",102279,0.0,0.0
Bia_Truc_Bach,"(27, 372), (343, 674)",95432,0.0,0.0
Bia_Truc_Bach,"(27, 366), (337, 661)",91450,0.0,0.0
Bia_Truc_Bach,"(30, 363), (325, 649)",84370,0.0,0.0
Bia_Truc_Bach,"(33, 358), (332, 648)",86710,0.0,0.0
Bia_Truc_Bach,"(34, 352), (338, 636)",86336,0.0,0.0
Bia_Truc_Bach,"(37, 353), (333, 630)",81992,0.0,0.0
Bia_Truc_Bach,"(44, 357), (334, 620)",76270,0.0,0.0
Bia_Truc_Bach,"(45, 357), (336, 616)",75369,0.0,0.0
Bia_Truc_Bach,"(49, 353), (337, 617)",76032,0.0,0.0
Bia_Truc_Bach,"(56, 350), (337, 617)",75027,0.0,0.0
Bia_Truc_Bach,"(59, 349), (339, 618)",75320,0.0,0.0
Bia_Truc_Bach,"(59, 349), (340, 618)",75589,0.0,0.0
Bia_Truc_Bach,"(56, 351), (341, 620)",76665,0.0,0.0
Bia_Truc_Bach,"(51, 353), (343, 626)",79716,0.0,0.0
Bia_Truc_Bach,"(48, 355), (344, 632)",81992,0.0,0.0
Bia_Truc_Bach,"(46, 358), (342, 634)",81696,0.0,0.0
Bia_Truc_Bach,"(48, 361), (346, 636)",81950,0.0,0.0
Bia_Truc_Bach,"(51, 364), (353, 640)",83352,0.0,0.0
Bia_Truc_Bach,"(53, 365), (356, 642)",83931,0.0,0.0
Bia_Truc_Bach,"(57, 364), (359, 645)",84862,83808.796875,98.75892257429709
Bia_Truc_Bach,"(58, 366), (358, 644)",83400,83808.796875,100.49016411870504
Bia_Truc_Bach,"(62, 364), (362, 645)",84300,83214.7890625,98.71267978944248
Bia_Truc_Bach,"(62, 366), (362, 644)",83400,83214.7890625,99.7779245353717
Bia_Truc_Bach,"(66, 363), (362, 642)",82584,0.0,0.0
Bia_Truc_Bach,"(70, 362), (368, 641)",83142,0.0,0.0
Bia_Truc_Bach,"(76, 361), (373, 641)",83160,0.0,0.0
Bia_Truc_Bach,"(86, 363), (373, 636)",78351,0.0,0.0
Bia_Truc_Bach,"(93, 360), (386, 637)",81161,0.0,0.0
Bia_Truc_Bach,"(97, 361), (388, 637)",80316,0.0,0.0
Bia_Truc_Bach,"(103, 362), (393, 636)",79460,0.0,0.0
Bia_Truc_Bach,"(115, 364), (396, 634)",75870,0.0,0.0
Bia_Truc_Bach,"(127, 369), (400, 635)",72618,72836.1640625,100.30042697747115
Bia_Truc_Bach,"(127, 368), (401, 637)",73706,72836.1640625,98.81985735557485
Bia_Truc_Bach,"(132, 373), (418, 638)",75790,0.0,0.0
Bia_Truc_Bach,"(139, 374), (424, 637)",74955,0.0,0.0
Bia_Truc_Bach,"(152, 375), (435, 637)",74146,0.0,0.0
Bia_Truc_Bach,"(159, 375), (447, 637)",75456,0.0,0.0
Bia_Truc_Bach,"(163, 375), (462, 637)",78338,0.0,0.0
Bia_Truc_Bach,"(174, 375), (471, 638)",78111,0.0,0.0
Bia_Truc_Bach,"(187, 375), (488, 643)",80668,0.0,0.0
Bia_Truc_Bach,"(197, 370), (500, 644)",83022,0.0,0.0
Bia_Truc_Bach,"(212, 370), (514, 648)",83956,0.0,0.0
Bia_Truc_Bach,"(222, 371), (524, 645)",82748,0.0,0.0
Bia_Truc_Bach,"(237, 372), (537, 647)",82500,0.0,0.0
Bia_Truc_Bach,"(251, 372), (558, 648)",84732,0.0,0.0
Bia_Truc_Bach,"(266, 364), (583, 649)",90345,0.0,0.0
Bia_Truc_Bach,"(284, 363), (599, 652)",91035,0.0,0.0
Fanta,"(0, 627), (176, 720)",16368,0.0,0.0
Bia_Truc_Bach,"(302, 362), (613, 649)",89257,0.0,0.0
Fanta,"(0, 626), (176, 720)",16544,0.0,0.0
Bia_Truc_Bach,"(322, 358), (632, 643)",88350,87574.34375,99.12206423316356
Fanta,"(0, 627), (175, 720)",16275,0.0,0.0
Bia_Truc_Bach,"(321, 359), (633, 641)",87984,87574.34375,99.53439687897799
Bia_Truc_Bach,"(341, 356), (656, 642)",90090,0.0,0.0
Fanta,"(0, 627), (175, 720)",16275,0.0,0.0
Bia_Truc_Bach,"(362, 356), (687, 643)",93275,0.0,0.0
Fanta,"(0, 627), (174, 720)",16182,0.0,0.0
Bia_Truc_Bach,"(383, 357), (704, 640)",90843,0.0,0.0
Fanta,"(0, 627), (174, 720)",16182,0.0,0.0
Bia_Truc_Bach,"(399, 355), (747, 686)",115188,0.0,0.0
Fanta,"(0, 627), (174, 720)",16182,0.0,0.0
Bia_Truc_Bach,"(429, 354), (751, 655)",96922,0.0,0.0
Fanta,"(0, 628), (173, 720)",15916,0.0,0.0
Bia_Truc_Bach,"(449, 349), (781, 692)",113876,0.0,0.0
Fanta,"(0, 628), (174, 720)",16008,0.0,0.0
Bia_Truc_Bach,"(457, 347), (803, 640)",101378,0.0,0.0
Fanta,"(0, 628), (173, 720)",15916,0.0,0.0
Bia_Truc_Bach,"(456, 341), (815, 649)",110572,0.0,0.0
Fanta,"(0, 628), (173, 720)",15916,0.0,0.0
Bia_Truc_Bach,"(511, 338), (836, 652)",102050,0.0,0.0
Fanta,"(0, 628), (174, 720)",16008,0.0,0.0
Bia_Truc_Bach,"(542, 330), (861, 641)",99209,0.0,0.0
Fanta,"(0, 629), (173, 720)",15743,0.0,0.0
Bia_Truc_Bach,"(569, 329), (880, 635)",95166,0.0,0.0
Fanta,"(0, 629), (173, 720)",15743,0.0,0.0
Bia_Truc_Bach,"(594, 326), (913, 640)",100166,0.0,0.0
Fanta,"(0, 629), (173, 720)",15743,0.0,0.0
Bia_Truc_Bach,"(610, 317), (923, 643)",102038,0.0,0.0
Fanta,"(0, 629), (173, 720)",15743,0.0,0.0
Bia_Truc_Bach,"(636, 316), (942, 648)",101592,0.0,0.0
Fanta,"(0, 629), (172, 720)",15652,0.0,0.0
Bia_Truc_Bach,"(655, 309), (977, 679)",119140,0.0,0.0
Fanta,"(0, 629), (172, 720)",15652,0.0,0.0
Bia_Truc_Bach,"(666, 313), (990, 709)",128304,0.0,0.0
Fanta,"(0, 629), (172, 720)",15652,0.0,0.0
Bia_Truc_Bach,"(690, 309), (976, 631)",92092,0.0,0.0
Fanta,"(0, 629), (172, 720)",15652,0.0,0.0
Bia_Truc_Bach,"(704, 302), (983, 650)",97092,0.0,0.0
Fanta,"(0, 629), (172, 720)",15652,0.0,0.0
Bia_Truc_Bach,"(713, 298), (1039, 699)",130726,0.0,0.0
Fanta,"(0, 629), (172, 720)",15652,0.0,0.0
Bia_Truc_Bach,"(732, 298), (1036, 669)",112784,0.0,0.0
Fanta,"(0, 630), (172, 720)",15480,0.0,0.0
Bia_Truc_Bach,"(743, 304), (1032, 629)",93925,0.0,0.0
Fanta,"(0, 630), (172, 720)",15480,0.0,0.0
Bia_Truc_Bach,"(751, 302), (1042, 645)",99813,0.0,0.0
Fanta,"(0, 630), (172, 720)",15480,0.0,0.0
Bia_Truc_Bach,"(764, 297), (1045, 616)",89639,0.0,0.0
Fanta,"(0, 630), (172, 720)",15480,0.0,0.0
Bia_Truc_Bach,"(772, 295), (1046, 637)",93708,0.0,0.0
Fanta,"(0, 630), (172, 720)",15480,0.0,0.0
Bia_Truc_Bach,"(775, 297), (1043, 622)",87100,0.0,0.0
Fanta,"(0, 630), (172, 720)",15480,0.0,0.0
Bia_Truc_Bach,"(780, 292), (1075, 624)",97940,0.0,0.0
Fanta,"(0, 630), (172, 720)",15480,0.0,0.0
Bia_Truc_Bach,"(786, 290), (1081, 603)",92335,0.0,0.0
Fanta,"(0, 630), (171, 720)",15390,0.0,0.0
Bia_Truc_Bach,"(789, 288), (1089, 605)",95100,0.0,0.0
Fanta,"(0, 631), (171, 720)",15219,0.0,0.0
Bia_Truc_Bach,"(789, 283), (1073, 611)",93152,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Bia_Truc_Bach,"(790, 281), (1056, 570)",76874,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Bia_Truc_Bach,"(788, 276), (1033, 572)",72520,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Bia_Truc_Bach,"(790, 264), (1032, 583)",77198,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(794, 257), (1032, 551)",69972,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(796, 244), (1030, 526)",65988,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Bia_Truc_Bach,"(801, 224), (1027, 518)",66444,0.0,0.0
Fanta,"(0, 631), (173, 720)",15397,0.0,0.0
Bia_Truc_Bach,"(804, 216), (1030, 520)",68704,0.0,0.0
Fanta,"(0, 631), (173, 720)",15397,0.0,0.0
Bia_Truc_Bach,"(806, 208), (1035, 506)",68242,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(811, 193), (1034, 468)",61325,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(819, 186), (1038, 463)",60663,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(824, 175), (1051, 438)",59701,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(826, 160), (1057, 440)",64680,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(835, 144), (1061, 439)",66670,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(838, 137), (1079, 422)",68685,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(844, 126), (1082, 407)",66878,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(851, 116), (1070, 430)",68766,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(852, 109), (1069, 480)",80507,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(852, 105), (1064, 456)",74412,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(850, 100), (1048, 456)",70488,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(844, 97), (1033, 437)",64260,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Fanta,"(0, 631), (173, 720)",15397,0.0,0.0
Bia_Truc_Bach,"(841, 98), (1026, 407)",57165,57060.4453125,99.8171001705589
Bia_Truc_Bach,"(840, 97), (1026, 405)",57288,57060.4453125,99.60278821480938
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(840, 95), (1026, 400)",56730,0.0,0.0
Bia_Truc_Bach,"(837, 95), (1025, 399)",57152,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(834, 97), (1024, 396)",56810,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(828, 97), (1024, 399)",59192,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Bia_Truc_Bach,"(821, 102), (1019, 396)",58212,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(817, 105), (1017, 395)",58000,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(813, 102), (1015, 396)",59388,0.0,0.0
Fanta,"(0, 631), (173, 720)",15397,0.0,0.0
Bia_Truc_Bach,"(809, 107), (1010, 395)",57888,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(806, 109), (1010, 395)",58344,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(803, 112), (1012, 395)",59147,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(796, 114), (1002, 394)",57680,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(791, 119), (1005, 394)",58850,0.0,0.0
Fanta,"(0, 633), (173, 720)",15051,0.0,0.0
Bia_Truc_Bach,"(787, 122), (1007, 395)",60060,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(783, 124), (1001, 395)",59078,0.0,0.0
Fanta,"(0, 633), (173, 720)",15051,0.0,0.0
Bia_Truc_Bach,"(781, 126), (998, 394)",58156,0.0,0.0
Fanta,"(0, 633), (173, 720)",15051,0.0,0.0
Bia_Truc_Bach,"(781, 127), (999, 391)",57552,0.0,0.0
Fanta,"(0, 633), (173, 720)",15051,0.0,0.0
Bia_Truc_Bach,"(782, 127), (999, 388)",56637,0.0,0.0
Fanta,"(0, 633), (173, 720)",15051,0.0,0.0
Bia_Truc_Bach,"(780, 125), (1004, 380)",57120,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(781, 124), (1008, 378)",57658,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(781, 122), (1009, 373)",57228,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(783, 118), (1013, 371)",58190,0.0,0.0
Fanta,"(0, 632), (171, 720)",15048,0.0,0.0
Bia_Truc_Bach,"(788, 114), (1016, 365)",57228,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(791, 110), (1023, 359)",57768,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(802, 107), (1026, 359)",56448,0.0,0.0
Fanta,"(0, 633), (173, 720)",15051,0.0,0.0
Bia_Truc_Bach,"(807, 105), (1033, 358)",57178,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(811, 102), (1036, 355)",56925,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(821, 100), (1041, 356)",56320,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(834, 99), (1049, 357)",55470,0.0,0.0
Fanta,"(0, 631), (173, 720)",15397,0.0,0.0
Bia_Truc_Bach,"(842, 97), (1059, 359)",56854,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(852, 97), (1069, 358)",56637,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Bia_Truc_Bach,"(861, 97), (1081, 360)",57860,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(869, 95), (1089, 357)",57640,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(876, 94), (1093, 359)",57505,0.0,0.0
Fanta,"(0, 631), (173, 720)",15397,0.0,0.0
Bia_Truc_Bach,"(886, 92), (1099, 360)",57084,0.0,0.0
Fanta,"(0, 631), (173, 720)",15397,0.0,0.0
Bia_Truc_Bach,"(892, 89), (1101, 361)",56848,0.0,0.0
Fanta,"(0, 631), (173, 720)",15397,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Bia_Truc_Bach,"(901, 89), (1105, 360)",55284,0.0,0.0
Bia_Truc_Bach,"(903, 89), (1113, 359)",56700,0.0,0.0
Fanta,"(0, 632), (173, 720)",15224,0.0,0.0
Bia_Truc_Bach,"(906, 88), (1114, 360)",56576,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(907, 88), (1118, 360)",57392,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(909, 89), (1119, 360)",56910,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(912, 90), (1119, 359)",55683,0.0,0.0
Fanta,"(0, 633), (171, 720)",14877,0.0,0.0
Bia_Truc_Bach,"(912, 90), (1121, 359)",56221,0.0,0.0
Fanta,"(0, 632), (171, 720)",15048,0.0,0.0
Bia_Truc_Bach,"(913, 91), (1122, 359)",56012,0.0,0.0
Fanta,"(0, 632), (171, 720)",15048,0.0,0.0
Bia_Truc_Bach,"(911, 90), (1120, 361)",56639,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Bia_Truc_Bach,"(909, 90), (1119, 361)",56910,0.0,0.0
Fanta,"(0, 631), (172, 720)",15308,0.0,0.0
Bia_Truc_Bach,"(908, 90), (1116, 361)",56368,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(903, 90), (1109, 363)",56238,0.0,0.0
Fanta,"(0, 632), (171, 720)",15048,0.0,0.0
Bia_Truc_Bach,"(896, 90), (1102, 362)",56032,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(883, 91), (1097, 362)",57994,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
Bia_Truc_Bach,"(874, 94), (1088, 360)",56924,0.0,0.0
Fanta,"(0, 632), (172, 720)",15136,0.0,0.0
